                Year,         dMdt(Gt/yr),           sd(Gt/yr),              dM(Gt),              sd(Gt),              data_0,              data_1,              data_2,              data_3,           data_sd_0,           data_sd_1,           data_sd_2,           data_sd_3
         2009.250000,          -61.046105,           14.543000,         -305.278638,          284.867333,         2009.250000,          -49.700000,          -72.392209,                 nan,         2009.250000,           17.000000,           12.086000,                 nan
         2009.333333,          -78.476877,           14.543000,         -311.818378,          286.079250,         2009.333333,          -52.800006,         -104.153748,                 nan,         2009.333333,           17.000000,           12.086000,                 nan
         2009.416667,          -79.052406,           14.543000,         -318.406078,          287.291167,         2009.416667,          -54.199994,         -103.904818,                 nan,         2009.416667,           17.000000,           12.086000,                 nan
         2009.500000,          -71.142518,           14.543000,         -324.334621,          288.503083,         2009.500000,          -59.800000,          -82.485036,                 nan,         2009.500000,           17.000000,           12.086000,                 nan
         2009.583333,          -51.101331,           14.543000,         -328.593066,          289.715000,         2009.583333,          -61.500011,          -40.702651,                 nan,         2009.583333,           17.000000,           12.086000,                 nan
         2009.666667,          -43.143928,           14.543000,         -332.188393,          290.926917,         2009.666667,          -64.199989,          -22.087867,                 nan,         2009.666667,           17.000000,           12.086000,                 nan
         2009.750000,          -52.068034,           14.543000,         -336.527396,          292.138833,         2009.750000,          -63.900000,          -40.236068,                 nan,         2009.750000,           17.000000,           12.086000,                 nan
         2009.833333,          -56.705805,           14.543000,         -341.252880,          293.350750,         2009.833333,          -59.499961,          -53.911650,                 nan,         2009.833333,           17.000000,           12.086000,                 nan
         2009.916667,          -58.282932,           14.543000,         -346.109791,          294.562667,         2009.916667,          -49.700039,          -66.865825,                 nan,         2009.916667,           17.000000,           12.086000,                 nan
         2010.000000,          -66.479843,           14.543000,         -351.649778,          295.774583,         2010.000000,          -47.800000,          -85.159686,                 nan,         2010.000000,           17.000000,           12.086000,                 nan
         2010.083333,          -67.330168,           14.543000,         -357.260625,          296.986500,         2010.083333,          -45.699988,          -88.960348,                 nan,         2010.083333,           17.000000,           12.086000,                 nan
         2010.166667,          -66.505600,           14.543000,         -362.802758,          298.198417,         2010.166667,          -42.600012,          -90.411187,                 nan,         2010.166667,           17.000000,           12.086000,                 nan
         2010.250000,          -57.668965,           14.543000,         -367.608505,          299.410333,         2010.250000,          -42.600000,          -72.737929,                 nan,         2010.250000,           17.000000,           12.086000,                 nan
         2010.333333,          -13.618977,           12.086000,         -368.743420,          300.417500,         2010.333333,                 nan,          -13.618977,                 nan,         2010.333333,                 nan,           12.086000,                 nan
         2010.416667,           32.058336,           12.086000,         -366.071892,          301.424667,         2010.416667,                 nan,           32.058336,                 nan,         2010.416667,                 nan,           12.086000,                 nan
         2010.500000,           23.711860,           12.086000,         -364.095904,          302.431833,         2010.500000,                 nan,           23.711860,                 nan,         2010.500000,                 nan,           12.086000,                 nan
         2010.583333,            9.433284,           12.086000,         -363.309797,          303.439000,         2010.583333,                 nan,            9.433284,                 nan,         2010.583333,                 nan,           12.086000,                 nan
         2010.666667,                 nan,           12.086000,         -363.309797,          304.446167,         2010.666667,                 nan,                 nan,                 nan,         2010.666667,                 nan,           12.086000,                 nan
         2010.750000,                 nan,           12.086000,         -363.309797,          305.453333,         2010.750000,                 nan,                 nan,                 nan,         2010.750000,                 nan,           12.086000,                 nan
         2010.833333,                 nan,           12.086000,         -363.309797,          306.460500,         2010.833333,                 nan,                 nan,                 nan,         2010.833333,                 nan,           12.086000,                 nan
         2010.916667,                 nan,           12.086000,         -363.309797,          307.467667,         2010.916667,                 nan,                 nan,                 nan,         2010.916667,                 nan,           12.086000,                 nan
         2011.000000,                 nan,           12.086000,         -363.309797,          308.474833,         2011.000000,                 nan,                 nan,                 nan,         2011.000000,                 nan,           12.086000,                 nan
         2011.083333,                 nan,           12.086000,         -363.309797,          309.482000,         2011.083333,                 nan,                 nan,                 nan,         2011.083333,                 nan,           12.086000,                 nan
         2011.166667,                 nan,           12.086000,         -363.309797,          310.489167,         2011.166667,                 nan,                 nan,                 nan,         2011.166667,                 nan,           12.086000,                 nan
         2011.250000,                 nan,           12.086000,         -363.309797,          311.496333,         2011.250000,                 nan,                 nan,                 nan,         2011.250000,                 nan,           12.086000,                 nan
