                Year,         dMdt(Gt/yr),           sd(Gt/yr),              dM(Gt),              sd(Gt),              data_0,              data_1,              data_2,              data_3,           data_sd_0,           data_sd_1,           data_sd_2,           data_sd_3
         2007.666667,         -317.192988,           45.770800,        -1768.408457,          896.570191,         2007.666667,         -349.999996,         -284.385979,                 nan,         2007.666667,           65.000000,           26.541600,                 nan
         2007.750000,         -321.360998,           45.770800,        -1795.188540,          900.384425,         2007.750000,         -353.000000,         -289.721996,                 nan,         2007.750000,           65.000000,           26.541600,                 nan
         2007.833333,         -343.400916,           45.770800,        -1823.805284,          904.198658,         2007.833333,         -371.000288,         -315.801545,                 nan,         2007.833333,           65.000000,           26.541600,                 nan
         2007.916667,         -407.108507,           45.770800,        -1857.730992,          908.012891,         2007.916667,         -442.999712,         -371.217301,                 nan,         2007.916667,           65.000000,           26.541600,                 nan
         2008.000000,         -493.524390,           45.770800,        -1898.858025,          911.827125,         2008.000000,         -570.000000,         -417.048779,                 nan,         2008.000000,           65.000000,           26.541600,                 nan
         2008.083333,         -394.199778,           45.770800,        -1931.708006,          915.641358,         2008.083333,         -439.999416,         -348.400141,                 nan,         2008.083333,           65.000000,           26.541600,                 nan
         2008.166667,         -260.766571,           45.770800,        -1953.438554,          919.455591,         2008.166667,         -294.000584,         -227.532559,                 nan,         2008.166667,           65.000000,           26.541600,                 nan
         2008.250000,         -231.929548,           45.770800,        -1972.766016,          923.269825,         2008.250000,         -281.000000,         -182.859096,                 nan,         2008.250000,           65.000000,           26.541600,                 nan
         2008.333333,         -198.414590,           45.770800,        -1989.300566,          927.084058,         2008.333333,         -252.000020,         -144.829160,                 nan,         2008.333333,           65.000000,           26.541600,                 nan
         2008.416667,         -186.560130,           45.770800,        -2004.847243,          930.898291,         2008.416667,         -256.999980,         -116.120280,                 nan,         2008.416667,           65.000000,           26.541600,                 nan
         2008.500000,         -203.157606,           45.770800,        -2021.777043,          934.712525,         2008.500000,         -271.000000,         -135.315211,                 nan,         2008.500000,           65.000000,           26.541600,                 nan
         2008.583333,         -225.723550,           45.770800,        -2040.587339,          938.526758,         2008.583333,         -283.000072,         -168.447028,                 nan,         2008.583333,           65.000000,           26.541600,                 nan
         2008.666667,         -252.238645,           45.770800,        -2061.607226,          942.340991,         2008.666667,         -300.999928,         -203.477362,                 nan,         2008.666667,           65.000000,           26.541600,                 nan
         2008.750000,         -252.626990,           45.770800,        -2082.659476,          946.155225,         2008.750000,         -287.000000,         -218.253981,                 nan,         2008.750000,           65.000000,           26.541600,                 nan
         2008.833333,         -241.622991,           45.770800,        -2102.794725,          949.969458,         2008.833333,         -286.000108,         -197.245875,                 nan,         2008.833333,           65.000000,           26.541600,                 nan
         2008.916667,         -244.698065,           45.770800,        -2123.186230,          953.783691,         2008.916667,         -312.999892,         -176.396237,                 nan,         2008.916667,           65.000000,           26.541600,                 nan
         2009.000000,         -289.177764,           45.770800,        -2147.284377,          957.597925,         2009.000000,         -367.000000,         -211.355528,                 nan,         2009.000000,           65.000000,           26.541600,                 nan
         2009.083333,         -271.424642,           45.770800,        -2169.903097,          961.412158,         2009.083333,         -280.999636,         -261.849648,                 nan,         2009.083333,           65.000000,           26.541600,                 nan
         2009.166667,         -208.714161,           45.770800,        -2187.295944,          965.226391,         2009.166667,         -190.000364,         -227.427959,                 nan,         2009.166667,           65.000000,           26.541600,                 nan
         2009.250000,         -189.681149,           45.770800,        -2203.102707,          969.040625,         2009.250000,         -217.000000,         -162.362298,                 nan,         2009.250000,           65.000000,           26.541600,                 nan
         2009.333333,         -204.242320,           45.770800,        -2220.122900,          972.854858,         2009.333333,         -262.000040,         -146.484600,                 nan,         2009.333333,           65.000000,           26.541600,                 nan
         2009.416667,         -221.942041,           45.770800,        -2238.618070,          976.669091,         2009.416667,         -271.999960,         -171.884121,                 nan,         2009.416667,           65.000000,           26.541600,                 nan
         2009.500000,         -251.181101,           45.770800,        -2259.549828,          980.483325,         2009.500000,         -294.000000,         -208.362201,                 nan,         2009.500000,           65.000000,           26.541600,                 nan
         2009.583333,         -265.452218,           45.770800,        -2281.670847,          984.297558,         2009.583333,         -294.999976,         -235.904459,                 nan,         2009.583333,           65.000000,           26.541600,                 nan
         2009.666667,         -264.716093,           45.770800,        -2303.730521,          988.111791,         2009.666667,         -289.000024,         -240.432162,                 nan,         2009.666667,           65.000000,           26.541600,                 nan
         2009.750000,         -247.852624,           45.770800,        -2324.384906,          991.926025,         2009.750000,         -292.000000,         -203.705249,                 nan,         2009.750000,           65.000000,           26.541600,                 nan
         2009.833333,         -233.193409,           45.770800,        -2343.817690,          995.740258,         2009.833333,         -311.000460,         -155.386359,                 nan,         2009.833333,           65.000000,           26.541600,                 nan
         2009.916667,         -313.373579,           45.770800,        -2369.932155,          999.554491,         2009.916667,         -425.999540,         -200.747618,                 nan,         2009.916667,           65.000000,           26.541600,                 nan
         2010.000000,         -415.611048,           45.770800,        -2404.566409,         1003.368725,         2010.000000,         -476.500000,         -354.722097,                 nan,         2010.000000,           65.000000,           26.541600,                 nan
         2010.083333,         -486.222834,           45.770800,        -2445.084979,         1007.182958,         2010.083333,         -526.999792,         -445.445876,                 nan,         2010.083333,           65.000000,           26.541600,                 nan
         2010.166667,         -426.279045,           45.770800,        -2480.608233,         1010.997191,         2010.166667,         -475.000208,         -377.557882,                 nan,         2010.166667,           65.000000,           26.541600,                 nan
         2010.250000,         -391.843111,           45.770800,        -2513.261825,         1014.811425,         2010.250000,         -475.000000,         -308.686221,                 nan,         2010.250000,           65.000000,           26.541600,                 nan
         2010.333333,         -303.199454,           26.541600,        -2538.528446,         1017.023225,         2010.333333,                 nan,         -303.199454,                 nan,         2010.333333,                 nan,           26.541600,                 nan
         2010.416667,         -262.800173,           26.541600,        -2560.428461,         1019.235025,         2010.416667,                 nan,         -262.800173,                 nan,         2010.416667,                 nan,           26.541600,                 nan
         2010.500000,         -259.564628,           26.541600,        -2582.058846,         1021.446825,         2010.500000,                 nan,         -259.564628,                 nan,         2010.500000,                 nan,           26.541600,                 nan
         2010.583333,         -345.812933,           26.541600,        -2610.876591,         1023.658625,         2010.583333,                 nan,         -345.812933,                 nan,         2010.583333,                 nan,           26.541600,                 nan
         2010.666667,         -383.414568,           26.541600,        -2642.827805,         1025.870425,         2010.666667,                 nan,         -383.414568,                 nan,         2010.666667,                 nan,           26.541600,                 nan
         2010.750000,         -356.459648,           26.541600,        -2672.532776,         1028.082225,         2010.750000,                 nan,         -356.459648,                 nan,         2010.750000,                 nan,           26.541600,                 nan
         2010.833333,         -365.321491,           26.541600,        -2702.976233,         1030.294025,         2010.833333,                 nan,         -365.321491,                 nan,         2010.833333,                 nan,           26.541600,                 nan
         2010.916667,         -436.238750,           26.541600,        -2739.329462,         1032.505825,         2010.916667,                 nan,         -436.238750,                 nan,         2010.916667,                 nan,           26.541600,                 nan
         2011.000000,         -497.740790,           26.541600,        -2780.807861,         1034.717625,         2011.000000,                 nan,         -497.740790,                 nan,         2011.000000,                 nan,           26.541600,                 nan
         2011.083333,         -535.360193,           26.541600,        -2825.421211,         1036.929425,         2011.083333,                 nan,         -535.360193,                 nan,         2011.083333,                 nan,           26.541600,                 nan
         2011.166667,         -506.496109,           26.541600,        -2867.629220,         1039.141225,         2011.166667,                 nan,         -506.496109,                 nan,         2011.166667,                 nan,           26.541600,                 nan
         2011.250000,         -449.625340,           26.541600,        -2905.097998,         1041.353025,         2011.250000,                 nan,         -449.625340,                 nan,         2011.250000,                 nan,           26.541600,                 nan
         2011.333333,                 nan,           26.541600,        -2905.097998,         1043.564825,         2011.333333,                 nan,                 nan,                 nan,         2011.333333,                 nan,           26.541600,                 nan
         2011.416667,                 nan,           26.541600,        -2905.097998,         1045.776625,         2011.416667,                 nan,                 nan,                 nan,         2011.416667,                 nan,           26.541600,                 nan
         2011.500000,                 nan,           26.541600,        -2905.097998,         1047.988425,         2011.500000,                 nan,                 nan,                 nan,         2011.500000,                 nan,           26.541600,                 nan
         2011.583333,                 nan,           26.541600,        -2905.097998,         1050.200225,         2011.583333,                 nan,                 nan,                 nan,         2011.583333,                 nan,           26.541600,                 nan
         2011.666667,                 nan,           26.541600,        -2905.097998,         1052.412025,         2011.666667,                 nan,                 nan,                 nan,         2011.666667,                 nan,           26.541600,                 nan
         2011.750000,                 nan,           26.541600,        -2905.097998,         1054.623825,         2011.750000,                 nan,                 nan,                 nan,         2011.750000,                 nan,           26.541600,                 nan
         2011.833333,                 nan,           26.541600,        -2905.097998,         1056.835625,         2011.833333,                 nan,                 nan,                 nan,         2011.833333,                 nan,           26.541600,                 nan
         2011.916667,                 nan,           26.541600,        -2905.097998,         1059.047425,         2011.916667,                 nan,                 nan,                 nan,         2011.916667,                 nan,           26.541600,                 nan
