                Year,         dMdt(Gt/yr),           sd(Gt/yr),              dM(Gt),              sd(Gt),              data_0,              data_1,              data_2,              data_3,              data_4,           data_sd_0,           data_sd_1,           data_sd_2,           data_sd_3,           data_sd_4
         2010.416667,           38.536185,           36.808416,          311.581552,         1169.869085,         2010.416667,                 nan,           38.536185,                 nan,                 nan,         2010.416667,                 nan,           37.625000,                 nan,           35.991832
         2010.500000,           76.339474,           36.952120,          317.943175,         1172.948429,         2010.500000,                 nan,           76.339474,                 nan,                 nan,         2010.500000,                 nan,           37.625000,                 nan,           36.279239
         2010.583333,           76.629640,           37.204062,          324.328978,         1176.048767,         2010.583333,                 nan,           76.629640,                 nan,                 nan,         2010.583333,                 nan,           37.625000,                 nan,           36.783123
         2010.666667,                 nan,           37.349437,          324.328978,         1179.161220,         2010.666667,                 nan,                 nan,                 nan,                 nan,         2010.666667,                 nan,           37.625000,                 nan,           37.073874
         2010.750000,                 nan,           37.494812,          324.328978,         1182.285788,         2010.750000,                 nan,                 nan,                 nan,                 nan,         2010.750000,                 nan,           37.625000,                 nan,           37.364624
         2010.833333,                 nan,           37.625000,          324.328978,         1185.421204,         2010.833333,                 nan,                 nan,                 nan,                 nan,         2010.833333,                 nan,           37.625000,                 nan,                 nan
         2010.916667,                 nan,           37.625000,          324.328978,         1188.556621,         2010.916667,                 nan,                 nan,                 nan,                 nan,         2010.916667,                 nan,           37.625000,                 nan,                 nan
         2011.000000,                 nan,           37.625000,          324.328978,         1191.692038,         2011.000000,                 nan,                 nan,                 nan,                 nan,         2011.000000,                 nan,           37.625000,                 nan,                 nan
         2011.083333,                 nan,           37.625000,          324.328978,         1194.827454,         2011.083333,                 nan,                 nan,                 nan,                 nan,         2011.083333,                 nan,           37.625000,                 nan,                 nan
         2011.166667,                 nan,           37.625000,          324.328978,         1197.962871,         2011.166667,                 nan,                 nan,                 nan,                 nan,         2011.166667,                 nan,           37.625000,                 nan,                 nan
         2011.250000,                 nan,           37.625000,          324.328978,         1201.098288,         2011.250000,                 nan,                 nan,                 nan,                 nan,         2011.250000,                 nan,           37.625000,                 nan,                 nan
