                Year,         dMdt(Gt/yr),           sd(Gt/yr),              dM(Gt),              sd(Gt),              data_0,              data_1,              data_2,              data_3,              data_4,           data_sd_0,           data_sd_1,           data_sd_2,           data_sd_3,           data_sd_4
         2006.583333,         -118.738306,           34.373261,         -661.826986,          595.246683,         2006.583333,         -126.100056,         -162.583518,          -60.000000,         -126.269650,         2006.583333,           38.000000,           26.920000,           39.000000,           33.573046
         2006.666667,         -125.196992,           34.138227,         -672.260069,          598.091535,         2006.666667,         -140.199944,         -151.230626,          -60.000000,         -149.357399,         2006.666667,           38.000000,           26.920000,           39.000000,           32.632908
         2006.750000,         -115.147791,           34.081146,         -681.855718,          600.931630,         2006.750000,         -119.800000,         -115.308984,          -60.000000,         -165.482178,         2006.750000,           38.000000,           26.920000,           39.000000,           32.404582
         2006.833333,          -94.611012,           34.359032,         -689.739969,          603.794883,         2006.833333,          -90.700012,          -89.467966,          -60.000000,         -138.276070,         2006.833333,           38.000000,           26.920000,           39.000000,           33.516128
         2006.916667,          -92.949414,           34.408035,         -697.485754,          606.662219,         2006.916667,          -93.599988,          -89.771482,          -60.000000,         -128.426187,         2006.916667,           38.000000,           26.920000,           39.000000,           33.712139
         2007.000000,          -85.999556,           34.368715,         -704.652383,          609.526279,         2007.000000,         -107.700000,          -84.755146,          -60.000000,          -91.543080,         2007.000000,           38.000000,           26.920000,           39.000000,           33.554858
         2007.083333,          -84.611302,           33.948432,         -711.703325,          612.355315,         2007.083333,         -131.500021,          -76.520083,          -60.000000,          -70.425106,         2007.083333,           38.000000,           26.920000,           39.000000,           31.873730
         2007.166667,          -89.215855,           33.932959,         -719.137980,          615.183061,         2007.166667,         -136.699979,          -89.962518,          -60.000000,          -70.200923,         2007.166667,           38.000000,           26.920000,           39.000000,           31.811837
         2007.250000,          -99.592632,           34.116700,         -727.437366,          618.026120,         2007.250000,         -144.200000,         -118.638202,          -60.000000,          -75.532326,         2007.250000,           38.000000,           26.920000,           39.000000,           32.546799
         2007.333333,         -105.708293,           33.975913,         -736.246390,          620.857446,         2007.333333,         -171.199956,         -121.138844,          -60.000000,          -70.494374,         2007.333333,           38.000000,           26.920000,           39.000000,           31.983654
         2007.416667,          -97.532012,           33.530652,         -744.374058,          623.651667,         2007.416667,         -160.200044,         -113.775633,          -60.000000,          -56.152371,         2007.416667,           38.000000,           26.920000,           39.000000,           30.202609
         2007.500000,          -97.049808,           33.646675,         -752.461542,          626.455557,         2007.500000,         -159.000000,         -117.520383,          -60.000000,          -51.678851,         2007.500000,           38.000000,           26.920000,           39.000000,           30.666702
         2007.583333,          -97.357230,           33.269447,         -760.574644,          629.228010,         2007.583333,         -146.999956,          -93.995749,          -60.000000,          -88.433215,         2007.583333,           38.000000,           26.920000,           39.000000,           29.157789
         2007.666667,          -81.454216,           33.498571,         -767.362496,          632.019558,         2007.666667,         -135.900044,          -65.684549,          -60.000000,          -64.232271,         2007.666667,           38.000000,           26.920000,           39.000000,           30.074286
         2007.750000,          -78.652487,           33.263978,         -773.916870,          634.791556,         2007.750000,         -134.300000,          -66.325270,          -60.000000,          -53.984679,         2007.750000,           38.000000,           26.920000,           39.000000,           29.135910
         2007.833333,          -91.798955,           33.204703,         -781.566783,          637.558615,         2007.833333,         -123.200059,          -86.524751,          -60.000000,          -97.471011,         2007.833333,           38.000000,           26.920000,           39.000000,           28.898814
         2007.916667,         -111.848756,           33.283509,         -790.887512,          640.332241,         2007.916667,         -137.999941,         -102.697331,          -60.000000,         -146.697754,         2007.916667,           38.000000,           26.920000,           39.000000,           29.214037
         2008.000000,         -112.357538,           33.150759,         -800.250641,          643.094804,         2008.000000,         -126.000000,         -125.176351,          -60.000000,         -138.253802,         2008.000000,           38.000000,           26.920000,           39.000000,           28.683035
         2008.083333,         -109.514788,           33.088252,         -809.376873,          645.852158,         2008.083333,         -119.499861,         -149.255569,          -60.000000,         -109.303722,         2008.083333,           38.000000,           26.920000,           39.000000,           28.433006
         2008.166667,          -88.685111,           32.884672,         -816.767299,          648.592547,         2008.166667,          -84.800139,         -137.887513,          -60.000000,          -72.052791,         2008.166667,           38.000000,           26.920000,           39.000000,           27.618688
         2008.250000,          -86.615648,           32.899225,         -823.985269,          651.334150,         2008.250000,         -113.900000,         -130.797199,          -60.000000,          -41.765393,         2008.250000,           38.000000,           26.920000,           39.000000,           27.676899
         2008.333333,          -89.885412,           32.657196,         -831.475720,          654.055583,         2008.333333,         -115.100007,         -142.244015,          -60.000000,          -42.197626,         2008.333333,           38.000000,           26.920000,           39.000000,           26.708786
         2008.416667,          -96.142606,           32.564861,         -839.487604,          656.769321,         2008.416667,         -116.799993,         -151.439194,          -60.000000,          -56.331238,         2008.416667,           38.000000,           26.920000,           39.000000,           26.339445
         2008.500000,         -107.125963,           32.378209,         -848.414768,          659.467505,         2008.500000,         -142.100000,         -147.222551,          -60.000000,          -79.181301,         2008.500000,           38.000000,           26.920000,           39.000000,           25.592836
         2008.583333,         -104.536839,           32.200379,         -857.126171,          662.150870,         2008.583333,         -148.199977,         -128.025030,          -60.000000,          -81.922349,         2008.583333,           38.000000,           26.920000,           39.000000,           24.881516
         2008.666667,          -96.264488,           32.179487,         -865.148212,          664.832494,         2008.666667,         -142.400023,         -121.796716,          -60.000000,          -60.861212,         2008.666667,           38.000000,           26.920000,           39.000000,           24.797950
         2008.750000,         -105.286023,           29.753918,         -873.922047,          667.311987,         2008.750000,         -128.800000,         -125.507609,                 nan,          -61.550458,         2008.750000,           38.000000,           26.920000,                 nan,           24.341755
         2008.833333,         -109.359761,           29.494867,         -883.035360,          669.769893,         2008.833333,         -140.100133,         -131.621506,                 nan,          -56.357645,         2008.833333,           38.000000,           26.920000,                 nan,           23.564602
         2008.916667,         -127.010825,           29.527651,         -893.619596,          672.230530,         2008.916667,         -173.399867,         -167.748032,                 nan,          -39.884575,         2008.916667,           38.000000,           26.920000,                 nan,           23.662953
         2009.000000,         -160.584714,           29.425756,         -907.001655,          674.682677,         2009.000000,         -168.900000,         -222.043000,                 nan,          -90.811141,         2009.000000,           38.000000,           26.920000,                 nan,           23.357269
         2009.083333,         -182.546004,           29.047202,         -922.213822,          677.103277,         2009.083333,         -187.400112,         -225.888801,                 nan,         -134.349098,         2009.083333,           38.000000,           26.920000,                 nan,           22.221606
         2009.166667,         -197.797412,           28.756697,         -938.696940,          679.499668,         2009.166667,         -215.399888,         -218.175888,                 nan,         -159.816459,         2009.166667,           38.000000,           26.920000,                 nan,           21.350091
         2009.250000,         -237.039613,           28.522604,         -958.450241,          681.876552,         2009.250000,         -268.500000,         -259.871811,                 nan,         -182.747029,         2009.250000,           38.000000,           26.920000,                 nan,           20.647813
         2009.333333,         -253.765550,           28.034098,         -979.597370,          684.212727,         2009.333333,         -272.599963,         -287.873180,                 nan,         -200.823506,         2009.333333,           38.000000,           26.920000,                 nan,           19.182293
         2009.416667,         -248.634569,           27.533687,        -1000.316918,          686.507201,         2009.416667,         -263.300037,         -287.444263,                 nan,         -195.159407,         2009.416667,           38.000000,           26.920000,                 nan,           17.681060
         2009.500000,         -245.036502,           27.916382,        -1020.736626,          688.833566,         2009.500000,         -256.800000,         -275.184506,                 nan,         -203.124999,         2009.500000,           38.000000,           26.920000,                 nan,           18.829146
         2009.583333,         -229.726425,           27.651286,        -1039.880495,          691.137840,         2009.583333,         -249.899906,         -252.518711,                 nan,         -186.760658,         2009.583333,           38.000000,           26.920000,                 nan,           18.033858
         2009.666667,         -208.275399,           27.947799,        -1057.236778,          693.466823,         2009.666667,         -226.400094,         -223.169874,                 nan,         -175.256229,         2009.666667,           38.000000,           26.920000,                 nan,           18.923397
         2009.750000,         -205.489836,           28.347927,        -1074.360931,          695.829150,         2009.750000,         -230.500000,         -205.152644,                 nan,         -180.816863,         2009.750000,           38.000000,           26.920000,                 nan,           20.123782
         2009.833333,         -224.115679,           28.515274,        -1093.037238,          698.205423,         2009.833333,         -260.799978,         -220.574021,                 nan,         -190.973039,         2009.833333,           38.000000,           26.920000,                 nan,           20.625823
         2009.916667,         -232.442392,           28.714110,        -1112.407437,          700.598266,         2009.916667,         -255.300022,         -253.359413,                 nan,         -188.667742,         2009.916667,           38.000000,           26.920000,                 nan,           21.222330
         2010.000000,         -209.983825,           29.254752,        -1129.906089,          703.036162,         2010.000000,         -213.700000,         -252.976541,                 nan,         -163.274934,         2010.000000,           38.000000,           26.920000,                 nan,           22.844257
         2010.083333,         -183.074330,           29.446594,        -1145.162283,          705.490044,         2010.083333,         -214.799967,         -217.519417,                 nan,         -116.903607,         2010.083333,           38.000000,           26.920000,                 nan,           23.419783
         2010.166667,         -172.560921,           29.226713,        -1159.542360,          707.925604,         2010.166667,         -206.500033,         -194.279122,                 nan,         -116.903607,         2010.166667,           38.000000,           26.920000,                 nan,           22.760139
         2010.250000,         -198.744330,           29.492429,        -1176.104387,          710.383306,         2010.250000,         -206.500000,         -190.988661,                 nan,                 nan,         2010.250000,           38.000000,           26.920000,                 nan,           23.557286
         2010.333333,         -178.809440,           25.675199,        -1191.005174,          712.522906,         2010.333333,                 nan,         -178.809440,                 nan,                 nan,         2010.333333,                 nan,           26.920000,                 nan,           24.430398
         2010.416667,         -140.217529,           25.811725,        -1202.689968,          714.673883,         2010.416667,                 nan,         -140.217529,                 nan,                 nan,         2010.416667,                 nan,           26.920000,                 nan,           24.703450
         2010.500000,          -88.495000,           25.961222,        -1210.064552,          716.837318,         2010.500000,                 nan,          -88.495000,                 nan,                 nan,         2010.500000,                 nan,           26.920000,                 nan,           25.002444
         2010.583333,          -65.225394,           26.264249,        -1215.500001,          719.026006,         2010.583333,                 nan,          -65.225394,                 nan,                 nan,         2010.583333,                 nan,           26.920000,                 nan,           25.608497
         2010.666667,                 nan,           26.338877,        -1215.500001,          721.220912,         2010.666667,                 nan,                 nan,                 nan,                 nan,         2010.666667,                 nan,           26.920000,                 nan,           25.757755
         2010.750000,                 nan,           26.413506,        -1215.500001,          723.422038,         2010.750000,                 nan,                 nan,                 nan,                 nan,         2010.750000,                 nan,           26.920000,                 nan,           25.907013
         2010.833333,                 nan,           26.920000,        -1215.500001,          725.665371,         2010.833333,                 nan,                 nan,                 nan,                 nan,         2010.833333,                 nan,           26.920000,                 nan,                 nan
         2010.916667,                 nan,           26.920000,        -1215.500001,          727.908704,         2010.916667,                 nan,                 nan,                 nan,                 nan,         2010.916667,                 nan,           26.920000,                 nan,                 nan
         2011.000000,                 nan,           26.920000,        -1215.500001,          730.152038,         2011.000000,                 nan,                 nan,                 nan,                 nan,         2011.000000,                 nan,           26.920000,                 nan,                 nan
         2011.083333,                 nan,           26.920000,        -1215.500001,          732.395371,         2011.083333,                 nan,                 nan,                 nan,                 nan,         2011.083333,                 nan,           26.920000,                 nan,                 nan
         2011.166667,                 nan,           26.920000,        -1215.500001,          734.638704,         2011.166667,                 nan,                 nan,                 nan,                 nan,         2011.166667,                 nan,           26.920000,                 nan,                 nan
         2011.250000,                 nan,           26.920000,        -1215.500001,          736.882038,         2011.250000,                 nan,                 nan,                 nan,                 nan,         2011.250000,                 nan,           26.920000,                 nan,                 nan
